"Variable","logrankp","coef","exp(coef)","se(coef)","z","Pr(>|z|)","exp(-coef)","lower .95","upper .95","chisq.zph","df.zph","p.zph"
"State-Level
Human Life Expectancy",0.00518738226041739,-0.068494729496416,0.93379838167827,0.0245059521065852,-2.79502421283236,0.00518958282270697,1.07089498078027,0.890007389899831,0.979744019567183,3.62035856939439,1,0.0570765703354776
