"Variable","logrankp","coef","exp(coef)","se(coef)","z","Pr(>|z|)","exp(-coef)","lower .95","upper .95","chisq.zph","df.zph","p.zph"
"State-Level
Age-Adjusted Mortality",0.000601103648654942,0.0709254712850312,1.07350121622072,0.0206724520144641,3.43091720495499,0.000601544170324428,0.931531315372435,1.03087526152598,1.1178897236524,2.6161733775986,1,0.10577925492622
